"","entidad","hogid","iid","year","n002","n009","enroll_child","contba","pobreden","villid","panel","r042","r044a","r044b","r045","yycali","mpcalif","mppob","sex","lang","ageHH","sexHH","edu","eduHH","schyear","m1","m2","age","paths","attrit","D","pov_HH","D_HH","uniqhh","D_assign","maxcut","z","E"
"31950",30,120574,1205744,1999,16,"","si","basal","pobre",30021034,1,"si",5,"primaria",7,718,3.63,1,"Male","Non Indigenous",50,1,500,400,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-41.36,1
"31952",30,315372,3153724,1999,12,"","si","basal","pobre",30083003,1,"si",5,"primaria",6,847,0.77,1,"Female","Indigenous",38,1,500,1600,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,0,0,1,1,759.36,87.64,0
"31966",30,400670,4006703,1999,15,"","0","basal","pobre",30083103,1,"si",6,"primaria",6,719,2.14,1,"Female","Indigenous",51,0,600,300,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,759.36,-40.36,1
"31972",30,647020,6470204,1999,14,"","si","basal","pobre",30058049,1,"si",6,"primaria",7,776,2.18,1,"Male","Indigenous",47,1,500,300,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,759.36,16.64,0
"31973",30,649830,6498308,1999,16,"","0","basal","pobre",30058115,1,"si",6,"primaria",7,717,3.32,1,"Female","Indigenous",52,1,500,400,"5th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,0,1,759.36,-42.36,1
"31977",30,328896,3288964,1999,14,"","si","basal","pobre",30046016,1,"si",2,"secundaria",6,718,2.78,1,"Male","Non Indigenous",38,1,500,300,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,759.36,-41.36,1
"31981",30,120598,1205986,1999,19,"","","basal","no pobre",30021034,1,"",NA,"",NA,826,2.14,1,"Male","Non Indigenous",72,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,759.36,66.64,0
"31986",30,328888,3288886,1999,13,"","0","basal","pobre",30046016,1,"si",6,"primaria",6,720,2.94,1,"Female","Non Indigenous",40,1,600,200,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,759.36,-39.36,1
"31997",30,404851,4048516,1999,14,"","0","basal","pobre",30056015,1,"si",2,"secundaria",6,727,3.63,1,"Female","Non Indigenous",44,1,700,300,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-32.36,1
"31999",30,640270,6402703,1999,16,"","0","basal","pobre",30058128,1,"si",6,"primaria",6,727,2.48,1,"Male","Indigenous",51,1,600,200,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-32.36,1
"32000",30,400432,4004324,1999,13,"","si","basal","pobre",30155093,1,"si",1,"secundaria",5,744,2.2,1,"Male","Indigenous",42,1,600,700,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,759.36,-15.36,1
"32001",30,401826,4018266,1999,14,"","si","basal","pobre",30058117,1,"si",6,"primaria",6,780,3.77,1,"Female","Indigenous",53,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,759.36,20.64,0
"32002",30,224949,2249494,1999,17,"","0","basal","pobre",30183022,1,"",NA,"",NA,723.5,2.68,1,"Male","Non Indigenous",48,1,800,0,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,759.36,-35.86,1
"32006",30,510980,5109803,1999,17,"","si","basal","pobre",30058086,1,"si",3,"primaria",6,725,2.49,1,"Female","Indigenous",44,1,800,900,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-34.36,1
"32011",30,120572,1205723,1999,18,"","si","basal","pobre",30021034,1,"",NA,"",NA,791.45,4.23,1,"Male","Non Indigenous",41,1,500,400,"5th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,759.36,32.09,0
"32018",30,451648,4516484,1999,15,"","si","basal","no pobre",30023006,1,"si",1,"secundaria",6,897.14,1.32,1,"Male","Non Indigenous",39,1,600,600,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,1,1,759.36,137.78,0
"32020",30,644160,6441606,1999,16,"","0","basal","pobre",30058180,1,"si",2,"secundaria",6,778.5,2.45,1,"Female","Non Indigenous",38,1,700,300,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,759.36,19.14,0
"32021",30,230135,2301356,1999,14,"","si","basal","pobre",30014030,1,"si",6,"primaria",6,720.5,4.48,1,"Male","Non Indigenous",42,1,500,0,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-38.86,1
"32031",30,649620,6496204,1999,15,"","si","basal","pobre",30058115,1,"si",6,"primaria",6,723,1.97,1,"Female","Indigenous",44,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-36.36,1
"32042",30,644160,6441607,1999,13,"","si","basal","pobre",30058180,1,"si",6,"primaria",6,778.5,2.45,1,"Female","Non Indigenous",38,1,500,300,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,0,1,759.36,19.14,0
"32055",30,644430,6444307,1999,16,"","si","basal","no pobre",30024008,1,"si",6,"primaria",6,780,3.04,1,"Female","Non Indigenous",30,1,600,1600,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,759.36,20.64,0
"32067",30,401836,4018365,1999,15,"","si","basal","pobre",30058117,1,"si",2,"secundaria",6,772,3.69,1,"Male","Indigenous",54,1,700,200,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,759.36,12.64,0
"32082",30,401136,4011363,1999,17,"","0","basal","pobre",30155024,1,"si",3,"secundaria",6,725,2.89,1,"Female","Indigenous",32,1,800,900,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,759.36,-34.36,1
"32086",30,644610,64461010,1999,18,"","0","basal","pobre",30058049,1,"",NA,"",NA,782,2.65,1,"Female","Indigenous",54,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,0,1,759.36,22.64,0
"32087",30,400345,4003456,1999,12,"","si","basal","pobre",30055087,1,"si",5,"primaria",5,781.33,1.81,1,"Female","Non Indigenous",43,1,500,300,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,0,0,1,1,759.36,21.97,0
"32106",30,644650,6446504,1999,17,"","si","basal","pobre",30058049,1,"si",2,"secundaria",6,859,2.26,1,"Male","Indigenous",48,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,759.36,99.64,0
"32113",30,423921,4239216,1999,17,"","0","basal","no pobre",30023173,1,"si",6,"primaria",6,863.5,2.6,1,"Male","Non Indigenous",45,1,600,100,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,759.36,104.14,0
"32116",30,332708,3327087,1999,15,"","0","basal","pobre",30029013,1,"si",6,"primaria",6,751,4.13,1,"Female","Non Indigenous",50,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-8.36000000000001,1
"32126",30,404946,4049465,1999,15,"","si","basal","pobre",30055025,1,"si",2,"secundaria",6,800.5,2.87,1,"Female","Non Indigenous",42,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,0,1,759.36,41.14,0
"32132",30,646730,6467303,1999,14,"","si","basal","pobre",30058098,1,"si",6,"primaria",6,492,4.47,1,"Male","Indigenous",34,1,500,0,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-267.36,1
"32139",30,517400,51740012,1999,13,"","si","basal","pobre",30058049,1,"si",5,"primaria",6,783.5,1.89,1,"Female","Indigenous",57,1,500,300,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,0,0,0,1,759.36,24.14,0
"32153",30,637895,6378953,1999,13,"","si","basal","pobre",30066016,1,"si",5,"primaria",6,733,2.54,1,"Male","Non Indigenous",35,1,500,300,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,1,1,1,1,759.36,-26.36,1
"32156",30,400413,4004134,1999,18,"","0","basal","pobre",30155093,1,"",NA,"",NA,731.75,2.79,1,"Male","Indigenous",53,1,600,0,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,0,1,759.36,-27.61,1
"32159",30,642610,6426103,1999,14,"","si","basal","pobre",30024008,1,"si",6,"primaria",6,730,3.08,1,"Male","Non Indigenous",37,0,500,500,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-29.36,1
"32160",30,405017,4050176,1999,12,"","si","basal","pobre",30055025,1,"si",6,"primaria",6,732,2.03,1,"Male","Non Indigenous",38,1,500,600,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,1,1,0,1,759.36,-27.36,1
"32181",30,451016,4510165,1999,13,"","si","basal","pobre",30058116,1,"si",2,"secundaria",6,846,1.53,1,"Female","Indigenous",47,1,700,900,"1st Secondary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,759.36,86.64,0
"32189",30,222211,2222113,1999,13,"","si","basal","pobre",30110026,1,"si",3,"primaria",6,817.5,3.85,1,"Male","Indigenous",32,1,500,1000,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,0,0,1,1,759.36,58.14,0
"32191",30,649060,6490603,1999,17,"","si","basal","pobre",30058128,1,"si",1,"secundaria",6,730,2.47,1,"Female","Indigenous",49,1,500,100,"5th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,759.36,-29.36,1
"32201",30,513190,5131905,1999,15,"","si","basal","pobre",30058101,1,"si",2,"secundaria",6,732.5,2.89,1,"Female","Indigenous",41,1,700,600,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-26.86,1
"32203",30,640260,6402604,1999,18,"","0","basal","pobre",30058128,1,"",NA,"",NA,728,3.1,1,"Male","Indigenous",36,1,600,400,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,0,1,1,759.36,-31.36,1
"32210",30,643670,6436703,1999,13,"","si","basal","pobre",30058101,1,"si",6,"primaria",6,733,3.06,1,"Female","Indigenous",46,0,500,400,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,759.36,-26.36,1
"32211",30,401435,4014354,1999,16,"","si","basal","pobre",30155024,1,"si",1,"secundaria",6,845.5,3.51,1,"Male","Indigenous",59,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,759.36,86.14,0
"32217",30,404134,4041343,1999,17,"","0","basal","pobre",30055004,1,"si",1,"preparatoria",6,831,1.06,1,"Female","Non Indigenous",37,1,800,300,"2nd Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,759.36,71.64,0
"32219",30,230114,2301144,1999,15,"","si","basal","pobre",30014030,1,"si",2,"secundaria",6,736,3.72,1,"Female","Non Indigenous",32,1,600,200,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-23.36,1
"32221",30,654312,6543124,1999,15,"","si","basal","pobre",30083042,1,"si",2,"secundaria",6,737,2.27,1,"Female","Indigenous",51,1,800,NA,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-22.36,1
"32226",30,118860,1188603,1999,16,"","0","basal","pobre",30024003,1,"si",5,"primaria",7,738,3.99,1,"Male","Non Indigenous",49,1,500,200,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-21.36,1
"32227",30,644210,6442104,1999,15,"","si","basal","pobre",30058180,1,"si",2,"secundaria",6,735,3.9,1,"Female","Non Indigenous",38,1,700,200,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-24.36,1
"32243",30,642420,6424204,1999,17,"","si","basal","pobre",30058110,1,"si",1,"primaria",6,739,1.72,1,"Male","Indigenous",36,1,600,600,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,759.36,-20.36,1
"32246",30,156802,1568023,1999,12,"","si","basal","pobre",30083064,1,"si",4,"primaria",6,816.33,3.26,1,"Female","Non Indigenous",60,0,500,200,"5th primary","matched (3)","matched (3)",12,"1 1 1",0,1,0,0,1,1,759.36,56.97,0
"32251",30,649100,6491003,1999,17,"","si","basal","pobre",30058128,1,"",NA,"",NA,804,2.7,1,"Male","Indigenous",48,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,759.36,44.64,0
"32267",30,320753,3207536,1999,12,"","0","basal","pobre",30110009,1,"si",6,"primaria",6,504,3.96,1,"Female","Indigenous",41,1,500,0,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,759.36,-255.36,1
"32268",30,404976,4049765,1999,13,"","si","basal","no pobre",30055025,1,"si",1,"secundaria",6,835.5,2.81,1,"Male","Non Indigenous",75,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,759.36,76.14,0
"32276",30,411044,4110444,1999,17,"","0","basal","pobre",30058048,1,"no",NA,"",NA,734,3.89,1,"Female","Non Indigenous",36,1,700,400,"1st Secondary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,759.36,-25.36,1
"32292",30,451643,4516434,1999,17,"","0","basal","pobre",30161079,1,"",NA,"",NA,735,2.65,1,"Male","Non Indigenous",48,1,800,100,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,759.36,-24.36,1
"32299",30,643780,6437808,1999,15,"","si","basal","pobre",30079023,1,"si",6,"primaria",6,738,2.37,1,"Female","Non Indigenous",66,1,600,200,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,759.36,-21.36,1
"32302",30,515590,5155905,1999,17,"","0","basal","pobre",30058048,1,"si",1,"secundaria",6,770,2.36,1,"Female","Non Indigenous",37,1,600,600,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,759.36,10.64,0
"32306",30,510340,5103403,1999,14,"","si","basal","pobre",30058086,1,"si",6,"primaria",6,739,2.3,1,"Female","Indigenous",37,1,500,600,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-20.36,1
"32311",30,331541,3315414,1999,19,"","","basal","pobre",30079021,1,"",NA,"",NA,799,2.82,1,"Male","Non Indigenous",40,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,759.36,39.64,0
"32313",30,643450,6434506,1999,13,"","si","basal","pobre",30024008,1,"si",1,"secundaria",6,736,3.45,1,"Female","Non Indigenous",46,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,759.36,-23.36,1
"32315",30,315332,3153324,1999,14,"","si","basal","pobre",30083003,1,"si",5,"primaria",6,734,3.17,1,"Female","Indigenous",76,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-25.36,1
"32317",30,517370,5173706,1999,16,"","si","basal","pobre",30058049,1,"si",2,"secundaria",6,862,1.58,1,"Male","Indigenous",49,1,700,300,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,759.36,102.64,0
"32320",30,401766,4017664,1999,17,"","si","basal","pobre",30058168,1,"si",5,"primaria",6,553,4.27,1,"Female","Indigenous",47,1,600,100,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,0,1,759.36,-206.36,1
"32321",30,637899,6378993,1999,15,"","si","basal","no pobre",30066016,1,"si",2,"secundaria",6,950,0.43,0,"Female","Non Indigenous",53,1,800,100,"2nd Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,1,1,759.36,190.64,0
"32326",30,409771,4097714,1999,17,"","si","basal","pobre",30155137,1,"si",3,"secundaria",6,555,4.15,1,"Female","Indigenous",48,1,800,100,"2nd Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-204.36,1
"32332",30,222220,2222203,1999,13,"","si","basal","pobre",30110026,1,"si",6,"primaria",6,746,3.4,1,"Female","Indigenous",33,1,600,200,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,759.36,-13.36,1
"32343",30,230142,2301424,1999,18,"","si","basal","pobre",30014030,1,"",NA,"",NA,745,3.59,1,"Male","Non Indigenous",47,1,800,100,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,759.36,-14.36,1
"32355",30,618802,6188025,1999,13,"","si","basal","pobre",30058055,1,"si",6,"primaria",6,741,2.32,1,"Female","Indigenous",50,1,500,500,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-18.36,1
"32366",30,657122,6571226,1999,16,"","si","basal","pobre",30083042,1,"si",1,"secundaria",6,747,2.75,1,"Female","Indigenous",48,1,700,300,"1st Secondary","matched (3)","matched (3)",16,"1 1 1",0,1,1,1,1,1,759.36,-12.36,1
"32370",30,637833,6378333,1999,17,"","si","basal","pobre",30066016,1,"si",6,"primaria",98,447,5.17,1,"Male","Non Indigenous",46,1,600,300,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,759.36,-312.36,1
"32376",30,640240,6402406,1999,15,"","0","basal","pobre",30058128,1,"si",2,"secundaria",6,747,3.2,1,"Male","Indigenous",63,1,700,200,"1st Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,759.36,-12.36,1
"32378",30,410110,4101104,1999,15,"","0","basal","pobre",30058098,1,"si",6,"primaria",6,535,4.62,1,"Male","Indigenous",34,1,600,0,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,0,1,759.36,-224.36,1
"32379",30,649330,6493307,1999,15,"","si","basal","pobre",30058086,1,"si",6,"primaria",7,743.5,2.8,1,"Female","Indigenous",44,1,500,400,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-15.86,1
"32396",30,640240,6402407,1999,13,"","si","basal","pobre",30058128,1,"si",5,"primaria",6,747,3.2,1,"Female","Indigenous",63,1,500,200,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,0,1,759.36,-12.36,1
"32405",30,410110,4101105,1999,13,"","0","basal","pobre",30058098,1,"si",4,"primaria",6,535,4.62,1,"Male","Indigenous",34,1,600,0,"6th primary","matched (3)","matched (3)",12,"1 1 1",0,1,1,1,1,1,759.36,-224.36,1
"32412",30,400084,4000848,1999,14,"","0","basal","pobre",30083103,1,"si",6,"primaria",6,799.5,4.43,1,"Male","Non Indigenous",27,1,500,300,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,759.36,40.14,0
"32417",30,401765,4017654,1999,18,"","si","basal","pobre",30058168,1,"si",6,"primaria",7,531,2.99,1,"Male","Indigenous",52,1,600,100,"6th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-228.36,1
"32436",30,332456,3324566,1999,15,"","si","basal","pobre",30173043,1,"si",6,"primaria",7,909,0.82,1,"Male","Non Indigenous",40,1,500,200,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,0,0,0,1,759.36,149.64,0
"32437",30,634026,6340265,1999,16,"","0","basal","no pobre",30023011,1,"",NA,"",NA,841.67,1.66,1,"Female","Non Indigenous",60,1,800,200,"2nd Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,759.36,82.3099999999999,0
"32442",30,118896,1188963,1999,14,"","0","basal","pobre",30024003,1,"si",6,"primaria",6,752,2.86,1,"Female","Non Indigenous",33,1,600,300,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-7.36000000000001,1
"32443",30,330966,3309667,1999,16,"","0","basal","pobre",30200032,1,"si",6,"primaria",6,775,2.97,1,"Female","Non Indigenous",43,1,600,300,"6th primary","matched (3)","matched (3)",16,"1 1 1",0,1,0,0,0,1,759.36,15.64,0
"32449",30,118876,1188765,1999,19,"","","basal","pobre",30024003,1,"",NA,"",NA,751,3.93,1,"Male","Non Indigenous",44,1,600,100,"6th primary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,759.36,-8.36000000000001,1
"32460",30,409865,4098654,1999,16,"","si","basal","no pobre",30155137,1,"si",1,"secundaria",6,896,2.67,1,"Female","Indigenous",66,1,600,0,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,759.36,136.64,0
"32463",30,642460,6424606,1999,14,"","si","basal","pobre",30058110,1,"si",3,"primaria",6,879.5,2.72,1,"Female","Indigenous",77,1,500,0,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,759.36,120.14,0
"32477",30,644870,6448702,1999,17,"","0","basal","pobre",30079023,1,"si",6,"primaria",6,752,3.15,1,"Male","Non Indigenous",45,0,600,400,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,1,1,1,1,759.36,-7.36000000000001,1
"32491",30,320855,3208554,1999,15,"","0","basal","pobre",30110009,1,"si",6,"primaria",6,425,5.13,1,"Male","Indigenous",26,1,500,300,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,0,1,759.36,-334.36,1
"32492",30,156452,1564524,1999,13,"","si","basal","pobre",30083064,1,"si",6,"primaria",6,796,2.69,1,"Male","Non Indigenous",46,1,500,400,"5th primary","matched (3)","matched (3)",13,"1 1 1",0,1,0,0,1,1,759.36,36.64,0
"32514",30,401823,4018233,1999,15,"","si","basal","pobre",30058117,1,"si",6,"primaria",6,555,3.92,1,"Female","Indigenous",30,1,500,600,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-204.36,1
"32552",30,643910,6439104,1999,15,"","si","basal","no pobre",30079023,1,"si",6,"primaria",6,856,2.52,1,"Male","Non Indigenous",49,0,500,400,"5th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,1,1,759.36,96.64,0
"32554",30,400764,4007643,1999,18,"","0","basal","pobre",30155024,1,"",NA,"",NA,519,3.12,1,"Male","Indigenous",38,1,700,600,"1st Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,1,1,1,1,759.36,-240.36,1
"32558",30,229262,2292627,1999,15,"","si","basal","pobre",30021034,1,"si",6,"primaria",7,754,2.82,1,"Female","Non Indigenous",50,1,500,0,"5th primary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-5.36000000000001,1
"32562",30,643210,6432103,1999,15,"","si","basal","pobre",30058180,1,"si",9,"",6,815,2.44,1,"Male","Indigenous",53,1,600,100,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,0,0,0,1,759.36,55.64,0
"32607",30,517340,5173405,1999,18,"","0","basal","pobre",30058049,1,"",NA,"",NA,791,3,1,"Female","Indigenous",52,1,600,200,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,1,1,759.36,31.64,0
"32626",30,623463,6234636,1999,16,"","0","basal","pobre",30066030,1,"si",2,"secundaria",6,533,3.67,1,"Female","Non Indigenous",53,1,800,300,"2nd Secondary","matched (3)","matched (3)",15,"1 1 1",0,1,1,1,1,1,759.36,-226.36,1
"32641",30,114856,1148566,1999,15,"","si","basal","pobre",30110008,1,"si",6,"primaria",6,550,2.77,1,"Male","Indigenous",57,1,600,0,"6th primary","matched (3)","matched (3)",14,"1 1 1",0,1,1,1,1,1,759.36,-209.36,1
"32648",30,450746,4507462,1999,17,"","0","basal","pobre",30023006,1,"",NA,"",NA,780.17,2.07,1,"Female","Non Indigenous",18,1,700,NA,"1st Secondary","matched (3)","matched (3)",18,"1 1 1",0,1,0,0,1,1,759.36,20.8099999999999,0
"32674",30,315322,3153224,1999,13,"","si","basal","pobre",30083003,1,"si",6,"primaria",6,550,4.75,1,"Female","Indigenous",42,1,600,600,"6th primary","matched (3)","matched (3)",13,"1 1 1",0,1,1,1,1,1,759.36,-209.36,1
"32675",30,120598,1205987,1999,17,"","0","basal","no pobre",30021034,1,"si",6,"primaria",7,826,2.14,1,"Male","Non Indigenous",72,1,600,300,"6th primary","matched (3)","matched (3)",17,"1 1 1",0,1,0,0,0,1,759.36,66.64,0
